data_hora,potencia_kw,energia_kwh,temperatura_inversor,fonte_id
2025-05-14 10:23:34.345025,2.761,0.69,40.0,2
2025-05-14 10:38:34.345025,2.829,0.707,40.7,2
2025-05-14 10:53:34.345025,3.481,0.87,28.2,2
2025-05-14 11:08:34.345025,3.88,0.97,34.3,2
2025-05-14 11:23:34.345025,3.251,0.813,29.4,2
2025-05-14 11:38:34.345025,3.575,0.894,26.8,2
2025-05-14 11:53:34.345025,3.125,0.781,26.0,2
2025-05-14 12:08:34.345025,4.57,1.142,25.4,2
2025-05-14 12:23:34.345025,3.942,0.985,36.5,2
2025-05-14 12:38:34.345025,4.593,1.148,44.5,2
2025-05-14 12:53:34.345025,3.89,0.973,28.1,2
2025-05-14 13:08:34.345025,3.854,0.964,42.3,2
2025-05-14 13:23:34.345025,3.384,0.846,36.6,2
2025-05-14 13:38:34.345025,3.104,0.776,39.9,2
2025-05-14 13:53:34.345025,3.643,0.911,36.6,2
2025-05-14 14:08:34.345025,3.625,0.906,40.3,2
2025-05-14 14:23:34.345025,3.55,0.887,35.7,2
2025-05-14 14:38:34.345025,3.245,0.811,44.5,2
2025-05-14 14:53:34.345025,3.657,0.914,30.3,2
2025-05-14 15:08:34.345025,2.516,0.629,34.3,2
2025-05-14 15:23:34.345025,2.857,0.714,30.3,2
2025-05-14 15:38:34.345025,2.641,0.66,25.4,2
2025-05-14 15:53:34.345025,3.176,0.794,36.9,2
2025-05-14 16:08:34.345025,1.679,0.42,33.1,2
2025-05-14 16:23:34.345025,1.802,0.45,39.6,2
2025-05-14 16:38:34.345025,1.938,0.484,27.6,2
2025-05-14 16:53:34.345025,2.038,0.51,35.5,2
2025-05-14 17:08:34.345025,1.08,0.27,36.2,2
2025-05-14 17:23:34.345025,1.432,0.358,27.9,2
2025-05-14 17:38:34.345025,1.022,0.255,38.2,2
2025-05-14 17:53:34.345025,1.025,0.256,44.7,2
2025-05-14 18:08:34.345025,0.326,0.082,32.7,2
2025-05-14 18:23:34.345025,0.433,0.108,26.4,2
2025-05-14 18:38:34.345025,0.387,0.097,37.0,2
2025-05-14 18:53:34.345025,0.383,0.096,40.1,2
2025-05-14 19:08:34.345025,0.0,0.0,38.8,2
2025-05-14 19:23:34.345025,0.0,0.0,28.4,2
2025-05-14 19:38:34.345025,0.0,0.0,30.1,2
2025-05-14 19:53:34.345025,0.0,0.0,25.1,2
2025-05-14 20:08:34.345025,0.0,0.0,25.6,2
2025-05-14 20:23:34.345025,0.0,0.0,40.9,2
2025-05-14 20:38:34.345025,0.0,0.0,31.2,2
2025-05-14 20:53:34.345025,0.0,0.0,25.2,2
2025-05-14 21:08:34.345025,0.0,0.0,36.1,2
2025-05-14 21:23:34.345025,0.0,0.0,44.8,2
2025-05-14 21:38:34.345025,0.0,0.0,28.0,2
2025-05-14 21:53:34.345025,0.0,0.0,25.7,2
2025-05-14 22:08:34.345025,0.0,0.0,31.4,2
2025-05-14 22:23:34.345025,0.0,0.0,43.9,2
2025-05-14 22:38:34.345025,0.0,0.0,35.0,2
2025-05-14 22:53:34.345025,0.0,0.0,37.7,2
2025-05-14 23:08:34.345025,0.0,0.0,29.8,2
2025-05-14 23:23:34.345025,0.0,0.0,34.0,2
2025-05-14 23:38:34.345025,0.0,0.0,32.1,2
2025-05-14 23:53:34.345025,0.0,0.0,31.3,2
2025-05-15 00:08:34.345025,0.0,0.0,45.0,2
2025-05-15 00:23:34.345025,0.0,0.0,26.4,2
2025-05-15 00:38:34.345025,0.0,0.0,25.7,2
2025-05-15 00:53:34.345025,0.0,0.0,38.9,2
2025-05-15 01:08:34.345025,0.0,0.0,25.9,2
2025-05-15 01:23:34.345025,0.0,0.0,34.8,2
2025-05-15 01:38:34.345025,0.0,0.0,43.0,2
2025-05-15 01:53:34.345025,0.0,0.0,37.8,2
2025-05-15 02:08:34.345025,0.0,0.0,31.3,2
2025-05-15 02:23:34.345025,0.0,0.0,32.7,2
2025-05-15 02:38:34.345025,0.0,0.0,33.1,2
2025-05-15 02:53:34.345025,0.0,0.0,36.1,2
2025-05-15 03:08:34.345025,0.0,0.0,34.0,2
2025-05-15 03:23:34.345025,0.0,0.0,42.1,2
2025-05-15 03:38:34.345025,0.0,0.0,28.9,2
2025-05-15 03:53:34.345025,0.0,0.0,42.8,2
2025-05-15 04:08:34.345025,0.0,0.0,43.0,2
2025-05-15 04:23:34.345025,0.0,0.0,44.5,2
2025-05-15 04:38:34.345025,0.0,0.0,44.5,2
2025-05-15 04:53:34.345025,0.0,0.0,42.8,2
2025-05-15 05:08:34.345025,0.0,0.0,38.0,2
2025-05-15 05:23:34.345025,0.0,0.0,40.5,2
2025-05-15 05:38:34.345025,0.0,0.0,28.9,2
2025-05-15 05:53:34.345025,0.0,0.0,28.8,2
2025-05-15 06:08:34.345025,0.474,0.119,39.7,2
2025-05-15 06:23:34.345025,0.346,0.086,41.5,2
2025-05-15 06:38:34.345025,0.452,0.113,31.1,2
2025-05-15 06:53:34.345025,0.406,0.101,25.4,2
2025-05-15 07:08:34.345025,1.384,0.346,40.4,2
2025-05-15 07:23:34.345025,0.994,0.249,40.6,2
2025-05-15 07:38:34.345025,1.276,0.319,35.4,2
2025-05-15 07:53:34.345025,1.157,0.289,40.9,2
2025-05-15 08:08:34.345025,1.839,0.46,43.7,2
2025-05-15 08:23:34.345025,1.871,0.468,36.4,2
2025-05-15 08:38:34.345025,1.901,0.475,25.6,2
2025-05-15 08:53:34.345025,1.682,0.42,31.1,2
2025-05-15 09:08:34.345025,2.755,0.689,34.5,2
2025-05-15 09:23:34.345025,2.305,0.576,41.9,2
2025-05-15 09:38:34.345025,2.644,0.661,28.6,2
2025-05-15 09:53:34.345025,3.129,0.782,41.9,2
2025-05-15 10:08:34.345025,2.744,0.686,39.6,2
2025-05-15 10:23:34.345025,3.669,0.917,26.5,2
2025-05-15 10:38:34.345025,2.957,0.739,37.9,2
2025-05-15 10:53:34.345025,3.497,0.874,40.0,2
2025-05-15 11:08:34.345025,3.652,0.913,25.3,2
2025-05-15 11:23:34.345025,3.586,0.897,33.6,2
2025-05-15 11:38:34.345025,3.18,0.795,42.2,2
2025-05-15 11:53:34.345025,3.803,0.951,28.3,2
2025-05-15 12:08:34.345025,4.71,1.177,39.3,2
2025-05-15 12:23:34.345025,4.152,1.038,34.4,2
2025-05-15 12:38:34.345025,3.424,0.856,39.4,2
2025-05-15 12:53:34.345025,4.091,1.023,35.0,2
2025-05-15 13:08:34.345025,3.412,0.853,28.7,2
2025-05-15 13:23:34.345025,4.174,1.044,26.3,2
2025-05-15 13:38:34.345025,3.68,0.92,35.7,2
2025-05-15 13:53:34.345025,3.57,0.893,43.9,2
2025-05-15 14:08:34.345025,2.984,0.746,35.6,2
2025-05-15 14:23:34.345025,3.823,0.956,39.7,2
2025-05-15 14:38:34.345025,3.725,0.931,36.4,2
2025-05-15 14:53:34.345025,2.946,0.737,25.5,2
2025-05-15 15:08:34.345025,2.833,0.708,37.7,2
2025-05-15 15:23:34.345025,3.067,0.767,29.0,2
2025-05-15 15:38:34.345025,2.378,0.594,37.4,2
2025-05-15 15:53:34.345025,3.157,0.789,43.8,2
2025-05-15 16:08:34.345025,1.648,0.412,32.7,2
2025-05-15 16:23:34.345025,1.804,0.451,35.8,2
2025-05-15 16:38:34.345025,2.273,0.568,33.8,2
2025-05-15 16:53:34.345025,2.129,0.532,41.8,2
2025-05-15 17:08:34.345025,1.394,0.349,31.5,2
2025-05-15 17:23:34.345025,1.196,0.299,43.2,2
2025-05-15 17:38:34.345025,1.423,0.356,40.3,2
2025-05-15 17:53:34.345025,1.324,0.331,33.3,2
2025-05-15 18:08:34.345025,0.336,0.084,37.3,2
2025-05-15 18:23:34.345025,0.463,0.116,43.2,2
2025-05-15 18:38:34.345025,0.448,0.112,27.1,2
2025-05-15 18:53:34.345025,0.43,0.107,26.1,2
2025-05-15 19:08:34.345025,0.0,0.0,44.1,2
2025-05-15 19:23:34.345025,0.0,0.0,34.2,2
2025-05-15 19:38:34.345025,0.0,0.0,33.6,2
2025-05-15 19:53:34.345025,0.0,0.0,41.2,2
2025-05-15 20:08:34.345025,0.0,0.0,39.4,2
2025-05-15 20:23:34.345025,0.0,0.0,37.6,2
2025-05-15 20:38:34.345025,0.0,0.0,41.6,2
2025-05-15 20:53:34.345025,0.0,0.0,33.5,2
2025-05-15 21:08:34.345025,0.0,0.0,40.4,2
2025-05-15 21:23:34.345025,0.0,0.0,27.2,2
2025-05-15 21:38:34.345025,0.0,0.0,41.3,2
2025-05-15 21:53:34.345025,0.0,0.0,42.7,2
2025-05-15 22:08:34.345025,0.0,0.0,25.6,2
2025-05-15 22:23:34.345025,0.0,0.0,41.2,2
2025-05-15 22:38:34.345025,0.0,0.0,33.3,2
2025-05-15 22:53:34.345025,0.0,0.0,32.2,2
2025-05-15 23:08:34.345025,0.0,0.0,32.6,2
2025-05-15 23:23:34.345025,0.0,0.0,25.7,2
2025-05-15 23:38:34.345025,0.0,0.0,40.3,2
2025-05-15 23:53:34.345025,0.0,0.0,35.0,2
2025-05-16 00:08:34.345025,0.0,0.0,37.5,2
2025-05-16 00:23:34.345025,0.0,0.0,36.0,2
2025-05-16 00:38:34.345025,0.0,0.0,39.2,2
2025-05-16 00:53:34.345025,0.0,0.0,29.3,2
2025-05-16 01:08:34.345025,0.0,0.0,33.5,2
2025-05-16 01:23:34.345025,0.0,0.0,26.7,2
2025-05-16 01:38:34.345025,0.0,0.0,37.9,2
2025-05-16 01:53:34.345025,0.0,0.0,33.9,2
2025-05-16 02:08:34.345025,0.0,0.0,36.0,2
2025-05-16 02:23:34.345025,0.0,0.0,33.3,2
2025-05-16 02:38:34.345025,0.0,0.0,33.1,2
2025-05-16 02:53:34.345025,0.0,0.0,28.2,2
2025-05-16 03:08:34.345025,0.0,0.0,29.8,2
2025-05-16 03:23:34.345025,0.0,0.0,44.4,2
2025-05-16 03:38:34.345025,0.0,0.0,28.2,2
2025-05-16 03:53:34.345025,0.0,0.0,38.0,2
2025-05-16 04:08:34.345025,0.0,0.0,40.7,2
2025-05-16 04:23:34.345025,0.0,0.0,35.1,2
2025-05-16 04:38:34.345025,0.0,0.0,36.5,2
2025-05-16 04:53:34.345025,0.0,0.0,43.8,2
2025-05-16 05:08:34.345025,0.0,0.0,31.7,2
2025-05-16 05:23:34.345025,0.0,0.0,29.6,2
2025-05-16 05:38:34.345025,0.0,0.0,43.8,2
2025-05-16 05:53:34.345025,0.0,0.0,32.1,2
2025-05-16 06:08:34.345025,0.404,0.101,31.3,2
2025-05-16 06:23:34.345025,0.467,0.117,38.8,2
2025-05-16 06:38:34.345025,0.333,0.083,39.5,2
2025-05-16 06:53:34.345025,0.384,0.096,36.8,2
2025-05-16 07:08:34.345025,1.113,0.278,36.9,2
2025-05-16 07:23:34.345025,1.404,0.351,29.7,2
2025-05-16 07:38:34.345025,1.37,0.342,34.2,2
2025-05-16 07:53:34.345025,1.199,0.3,28.4,2
2025-05-16 08:08:34.345025,2.351,0.588,29.2,2
2025-05-16 08:23:34.345025,2.123,0.531,29.3,2
2025-05-16 08:38:34.345025,2.327,0.582,34.7,2
2025-05-16 08:53:34.345025,2.012,0.503,31.9,2
2025-05-16 09:08:34.345025,2.405,0.601,34.3,2
2025-05-16 09:23:34.345025,2.843,0.711,28.2,2
2025-05-16 09:38:34.345025,2.73,0.682,36.4,2
2025-05-16 09:53:34.345025,3.082,0.771,30.9,2
2025-05-16 10:08:34.345025,2.698,0.675,39.2,2
2025-05-16 10:23:34.345025,3.756,0.939,42.4,2
2025-05-16 10:38:34.345025,2.71,0.678,28.4,2
2025-05-16 10:53:34.345025,3.777,0.944,32.6,2
2025-05-16 11:08:34.345025,3.428,0.857,31.6,2
2025-05-16 11:23:34.345025,4.003,1.001,27.7,2
2025-05-16 11:38:34.345025,3.502,0.876,27.0,2
2025-05-16 11:53:34.345025,3.991,0.998,38.2,2
2025-05-16 12:08:34.345025,4.138,1.035,27.9,2
2025-05-16 12:23:34.345025,4.052,1.013,28.6,2
2025-05-16 12:38:34.345025,3.241,0.81,40.6,2
2025-05-16 12:53:34.345025,3.246,0.812,40.6,2
2025-05-16 13:08:34.345025,3.91,0.977,41.3,2
2025-05-16 13:23:34.345025,3.741,0.935,38.9,2
2025-05-16 13:38:34.345025,3.674,0.918,38.3,2
2025-05-16 13:53:34.345025,3.901,0.975,44.9,2
2025-05-16 14:08:34.345025,3.286,0.822,35.4,2
2025-05-16 14:23:34.345025,3.538,0.885,34.4,2
2025-05-16 14:38:34.345025,3.561,0.89,28.9,2
2025-05-16 14:53:34.345025,3.296,0.824,43.1,2
2025-05-16 15:08:34.345025,3.205,0.801,27.1,2
2025-05-16 15:23:34.345025,2.82,0.705,31.2,2
2025-05-16 15:38:34.345025,2.739,0.685,36.1,2
2025-05-16 15:53:34.345025,2.797,0.699,42.8,2
2025-05-16 16:08:34.345025,2.298,0.575,26.6,2
2025-05-16 16:23:34.345025,2.056,0.514,33.9,2
2025-05-16 16:38:34.345025,1.999,0.5,34.4,2
2025-05-16 16:53:34.345025,2.12,0.53,31.8,2
2025-05-16 17:08:34.345025,1.163,0.291,31.8,2
2025-05-16 17:23:34.345025,1.248,0.312,28.2,2
2025-05-16 17:38:34.345025,1.414,0.354,36.7,2
2025-05-16 17:53:34.345025,1.097,0.274,31.0,2
2025-05-16 18:08:34.345025,0.379,0.095,43.3,2
2025-05-16 18:23:34.345025,0.355,0.089,27.8,2
2025-05-16 18:38:34.345025,0.398,0.1,27.2,2
2025-05-16 18:53:34.345025,0.423,0.106,42.9,2
2025-05-16 19:08:34.345025,0.0,0.0,35.6,2
2025-05-16 19:23:34.345025,0.0,0.0,25.8,2
2025-05-16 19:38:34.345025,0.0,0.0,36.0,2
2025-05-16 19:53:34.345025,0.0,0.0,26.9,2
2025-05-16 20:08:34.345025,0.0,0.0,42.6,2
2025-05-16 20:23:34.345025,0.0,0.0,35.9,2
2025-05-16 20:38:34.345025,0.0,0.0,34.3,2
2025-05-16 20:53:34.345025,0.0,0.0,27.3,2
2025-05-16 21:08:34.345025,0.0,0.0,40.4,2
2025-05-16 21:23:34.345025,0.0,0.0,31.1,2
2025-05-16 21:38:34.345025,0.0,0.0,36.1,2
2025-05-16 21:53:34.345025,0.0,0.0,32.0,2
2025-05-16 22:08:34.345025,0.0,0.0,32.5,2
2025-05-16 22:23:34.345025,0.0,0.0,28.4,2
2025-05-16 22:38:34.345025,0.0,0.0,42.0,2
2025-05-16 22:53:34.345025,0.0,0.0,35.4,2
2025-05-16 23:08:34.345025,0.0,0.0,42.0,2
2025-05-16 23:23:34.345025,0.0,0.0,42.6,2
2025-05-16 23:38:34.345025,0.0,0.0,41.7,2
2025-05-16 23:53:34.345025,0.0,0.0,42.3,2
2025-05-17 00:08:34.345025,0.0,0.0,36.8,2
2025-05-17 00:23:34.345025,0.0,0.0,42.8,2
2025-05-17 00:38:34.345025,0.0,0.0,36.9,2
2025-05-17 00:53:34.345025,0.0,0.0,33.1,2
2025-05-17 01:08:34.345025,0.0,0.0,41.9,2
2025-05-17 01:23:34.345025,0.0,0.0,42.6,2
2025-05-17 01:38:34.345025,0.0,0.0,28.6,2
2025-05-17 01:53:34.345025,0.0,0.0,36.1,2
2025-05-17 02:08:34.345025,0.0,0.0,31.3,2
2025-05-17 02:23:34.345025,0.0,0.0,36.3,2
2025-05-17 02:38:34.345025,0.0,0.0,31.8,2
2025-05-17 02:53:34.345025,0.0,0.0,25.5,2
2025-05-17 03:08:34.345025,0.0,0.0,34.9,2
2025-05-17 03:23:34.345025,0.0,0.0,39.5,2
2025-05-17 03:38:34.345025,0.0,0.0,25.1,2
2025-05-17 03:53:34.345025,0.0,0.0,33.5,2
2025-05-17 04:08:34.345025,0.0,0.0,30.8,2
2025-05-17 04:23:34.345025,0.0,0.0,27.6,2
2025-05-17 04:38:34.345025,0.0,0.0,35.3,2
2025-05-17 04:53:34.345025,0.0,0.0,32.9,2
2025-05-17 05:08:34.345025,0.0,0.0,32.7,2
2025-05-17 05:23:34.345025,0.0,0.0,31.2,2
2025-05-17 05:38:34.345025,0.0,0.0,29.5,2
2025-05-17 05:53:34.345025,0.0,0.0,26.7,2
2025-05-17 06:08:34.345025,0.375,0.094,27.8,2
2025-05-17 06:23:34.345025,0.355,0.089,33.9,2
2025-05-17 06:38:34.345025,0.334,0.084,32.7,2
2025-05-17 06:53:34.345025,0.298,0.075,30.9,2
2025-05-17 07:08:34.345025,0.938,0.234,27.7,2
2025-05-17 07:23:34.345025,0.836,0.209,44.1,2
2025-05-17 07:38:34.345025,0.948,0.237,41.7,2
2025-05-17 07:53:34.345025,0.948,0.237,33.0,2
2025-05-17 08:08:34.345025,1.844,0.461,29.1,2
2025-05-17 08:23:34.345025,1.335,0.334,43.3,2
2025-05-17 08:38:34.345025,1.492,0.373,40.8,2
2025-05-17 08:53:34.345025,1.727,0.432,28.6,2
2025-05-17 09:08:34.345025,2.448,0.612,29.3,2
2025-05-17 09:23:34.345025,2.028,0.507,28.7,2
2025-05-17 09:38:34.345025,1.874,0.469,33.0,2
2025-05-17 09:53:34.345025,2.657,0.664,32.7,2
2025-05-17 10:08:34.345025,2.618,0.655,38.1,2
2025-05-17 10:23:34.345025,2.885,0.721,43.7,2
2025-05-17 10:38:34.345025,2.98,0.745,31.2,2
2025-05-17 10:53:34.345025,2.816,0.704,44.5,2
2025-05-17 11:08:34.345025,3.143,0.786,42.4,2
2025-05-17 11:23:34.345025,3.216,0.804,43.5,2
2025-05-17 11:38:34.345025,3.205,0.801,39.3,2
2025-05-17 11:53:34.345025,2.767,0.692,42.4,2
2025-05-17 12:08:34.345025,2.639,0.66,26.8,2
2025-05-17 12:23:34.345025,3.055,0.764,38.2,2
2025-05-17 12:38:34.345025,2.938,0.735,43.0,2
2025-05-17 12:53:34.345025,3.819,0.955,26.9,2
2025-05-17 13:08:34.345025,2.352,0.588,35.6,2
2025-05-17 13:23:34.345025,3.399,0.85,25.1,2
2025-05-17 13:38:34.345025,2.32,0.58,40.1,2
2025-05-17 13:53:34.345025,2.577,0.644,42.0,2
2025-05-17 14:08:34.345025,2.399,0.6,33.8,2
2025-05-17 14:23:34.345025,2.51,0.627,43.4,2
2025-05-17 14:38:34.345025,2.835,0.709,25.7,2
2025-05-17 14:53:34.345025,2.604,0.651,31.7,2
2025-05-17 15:08:34.345025,2.378,0.595,44.2,2
2025-05-17 15:23:34.345025,2.515,0.629,41.8,2
2025-05-17 15:38:34.345025,2.124,0.531,37.9,2
2025-05-17 15:53:34.345025,2.322,0.58,39.9,2
2025-05-17 16:08:34.345025,1.383,0.346,42.7,2
2025-05-17 16:23:34.345025,1.791,0.448,42.5,2
2025-05-17 16:38:34.345025,1.577,0.394,28.7,2
2025-05-17 16:53:34.345025,1.414,0.354,29.1,2
2025-05-17 17:08:34.345025,1.085,0.271,33.8,2
2025-05-17 17:23:34.345025,0.811,0.203,36.6,2
2025-05-17 17:38:34.345025,1.012,0.253,28.9,2
2025-05-17 17:53:34.345025,1.076,0.269,37.5,2
2025-05-17 18:08:34.345025,0.367,0.092,40.9,2
2025-05-17 18:23:34.345025,0.258,0.065,30.3,2
2025-05-17 18:38:34.345025,0.356,0.089,38.8,2
2025-05-17 18:53:34.345025,0.267,0.067,25.8,2
2025-05-17 19:08:34.345025,0.0,0.0,26.2,2
2025-05-17 19:23:34.345025,0.0,0.0,25.8,2
2025-05-17 19:38:34.345025,0.0,0.0,40.6,2
2025-05-17 19:53:34.345025,0.0,0.0,26.5,2
2025-05-17 20:08:34.345025,0.0,0.0,33.3,2
2025-05-17 20:23:34.345025,0.0,0.0,27.6,2
2025-05-17 20:38:34.345025,0.0,0.0,34.9,2
2025-05-17 20:53:34.345025,0.0,0.0,43.6,2
2025-05-17 21:08:34.345025,0.0,0.0,29.4,2
2025-05-17 21:23:34.345025,0.0,0.0,29.7,2
2025-05-17 21:38:34.345025,0.0,0.0,43.4,2
2025-05-17 21:53:34.345025,0.0,0.0,32.1,2
2025-05-17 22:08:34.345025,0.0,0.0,37.1,2
2025-05-17 22:23:34.345025,0.0,0.0,28.7,2
2025-05-17 22:38:34.345025,0.0,0.0,36.3,2
2025-05-17 22:53:34.345025,0.0,0.0,28.9,2
2025-05-17 23:08:34.345025,0.0,0.0,39.8,2
2025-05-17 23:23:34.345025,0.0,0.0,27.7,2
2025-05-17 23:38:34.345025,0.0,0.0,39.1,2
2025-05-17 23:53:34.345025,0.0,0.0,38.8,2
2025-05-18 00:08:34.345025,0.0,0.0,33.9,2
2025-05-18 00:23:34.345025,0.0,0.0,33.8,2
2025-05-18 00:38:34.345025,0.0,0.0,32.6,2
2025-05-18 00:53:34.345025,0.0,0.0,41.0,2
2025-05-18 01:08:34.345025,0.0,0.0,43.0,2
2025-05-18 01:23:34.345025,0.0,0.0,42.4,2
2025-05-18 01:38:34.345025,0.0,0.0,25.6,2
2025-05-18 01:53:34.345025,0.0,0.0,32.5,2
2025-05-18 02:08:34.345025,0.0,0.0,27.1,2
2025-05-18 02:23:34.345025,0.0,0.0,33.9,2
2025-05-18 02:38:34.345025,0.0,0.0,42.8,2
2025-05-18 02:53:34.345025,0.0,0.0,43.7,2
2025-05-18 03:08:34.345025,0.0,0.0,32.1,2
2025-05-18 03:23:34.345025,0.0,0.0,43.2,2
2025-05-18 03:38:34.345025,0.0,0.0,28.7,2
2025-05-18 03:53:34.345025,0.0,0.0,31.9,2
2025-05-18 04:08:34.345025,0.0,0.0,31.0,2
2025-05-18 04:23:34.345025,0.0,0.0,28.2,2
2025-05-18 04:38:34.345025,0.0,0.0,35.4,2
2025-05-18 04:53:34.345025,0.0,0.0,36.4,2
2025-05-18 05:08:34.345025,0.0,0.0,39.1,2
2025-05-18 05:23:34.345025,0.0,0.0,33.2,2
2025-05-18 05:38:34.345025,0.0,0.0,32.8,2
2025-05-18 05:53:34.345025,0.0,0.0,36.2,2
2025-05-18 06:08:34.345025,0.266,0.066,30.4,2
2025-05-18 06:23:34.345025,0.35,0.088,31.8,2
2025-05-18 06:38:34.345025,0.337,0.084,29.7,2
2025-05-18 06:53:34.345025,0.297,0.074,38.0,2
2025-05-18 07:08:34.345025,0.851,0.213,34.2,2
2025-05-18 07:23:34.345025,1.139,0.285,41.1,2
2025-05-18 07:38:34.345025,1.091,0.273,36.6,2
2025-05-18 07:53:34.345025,0.959,0.24,36.0,2
2025-05-18 08:08:34.345025,1.33,0.333,37.7,2
2025-05-18 08:23:34.345025,1.711,0.428,31.3,2
2025-05-18 08:38:34.345025,1.856,0.464,33.6,2
2025-05-18 08:53:34.345025,1.704,0.426,36.6,2
2025-05-18 09:08:34.345025,1.878,0.469,32.1,2
2025-05-18 09:23:34.345025,2.05,0.512,29.6,2
2025-05-18 09:38:34.345025,2.112,0.528,26.8,2
2025-05-18 09:53:34.345025,2.52,0.63,27.2,2
2025-05-18 10:08:34.345025,2.952,0.738,26.7,2
2025-05-18 10:23:34.345025,3.063,0.766,33.2,2
2025-05-18 10:38:34.345025,2.662,0.665,31.1,2
2025-05-18 10:53:34.345025,2.66,0.665,25.3,2
2025-05-18 11:08:34.345025,2.577,0.644,26.8,2
2025-05-18 11:23:34.345025,2.413,0.603,28.6,2
2025-05-18 11:38:34.345025,2.578,0.645,42.2,2
2025-05-18 11:53:34.345025,3.341,0.835,30.0,2
2025-05-18 12:08:34.345025,2.939,0.735,31.9,2
2025-05-18 12:23:34.345025,3.292,0.823,43.7,2
2025-05-18 12:38:34.345025,3.47,0.868,39.1,2
2025-05-18 12:53:34.345025,2.788,0.697,25.7,2
2025-05-18 13:08:34.345025,2.718,0.68,37.1,2
2025-05-18 13:23:34.345025,2.351,0.588,40.7,2
2025-05-18 13:38:34.345025,2.554,0.639,43.7,2
2025-05-18 13:53:34.345025,2.813,0.703,39.8,2
2025-05-18 14:08:34.345025,2.372,0.593,30.8,2
2025-05-18 14:23:34.345025,2.969,0.742,40.4,2
2025-05-18 14:38:34.345025,3.069,0.767,42.2,2
2025-05-18 14:53:34.345025,2.198,0.55,34.4,2
2025-05-18 15:08:34.345025,2.626,0.657,37.7,2
2025-05-18 15:23:34.345025,1.797,0.449,39.3,2
2025-05-18 15:38:34.345025,2.028,0.507,33.1,2
2025-05-18 15:53:34.345025,2.676,0.669,28.4,2
2025-05-18 16:08:34.345025,1.888,0.472,30.6,2
2025-05-18 16:23:34.345025,1.347,0.337,30.5,2
2025-05-18 16:38:34.345025,1.875,0.469,34.7,2
2025-05-18 16:53:34.345025,1.822,0.456,32.7,2
2025-05-18 17:08:34.345025,1.007,0.252,30.7,2
2025-05-18 17:23:34.345025,0.776,0.194,28.1,2
2025-05-18 17:38:34.345025,0.928,0.232,31.8,2
2025-05-18 17:53:34.345025,1.087,0.272,30.9,2
2025-05-18 18:08:34.345025,0.324,0.081,34.0,2
2025-05-18 18:23:34.345025,0.316,0.079,36.5,2
2025-05-18 18:38:34.345025,0.325,0.081,33.2,2
2025-05-18 18:53:34.345025,0.332,0.083,39.7,2
2025-05-18 19:08:34.345025,0.0,0.0,39.8,2
2025-05-18 19:23:34.345025,0.0,0.0,37.4,2
2025-05-18 19:38:34.345025,0.0,0.0,41.0,2
2025-05-18 19:53:34.345025,0.0,0.0,27.0,2
2025-05-18 20:08:34.345025,0.0,0.0,41.0,2
2025-05-18 20:23:34.345025,0.0,0.0,34.4,2
2025-05-18 20:38:34.345025,0.0,0.0,35.2,2
2025-05-18 20:53:34.345025,0.0,0.0,36.5,2
2025-05-18 21:08:34.345025,0.0,0.0,25.6,2
2025-05-18 21:23:34.345025,0.0,0.0,27.2,2
2025-05-18 21:38:34.345025,0.0,0.0,33.9,2
2025-05-18 21:53:34.345025,0.0,0.0,26.7,2
2025-05-18 22:08:34.345025,0.0,0.0,32.2,2
2025-05-18 22:23:34.345025,0.0,0.0,38.0,2
2025-05-18 22:38:34.345025,0.0,0.0,38.7,2
2025-05-18 22:53:34.345025,0.0,0.0,40.7,2
2025-05-18 23:08:34.345025,0.0,0.0,41.1,2
2025-05-18 23:23:34.345025,0.0,0.0,40.5,2
2025-05-18 23:38:34.345025,0.0,0.0,28.0,2
2025-05-18 23:53:34.345025,0.0,0.0,44.5,2
2025-05-19 00:08:34.345025,0.0,0.0,31.4,2
2025-05-19 00:23:34.345025,0.0,0.0,32.2,2
2025-05-19 00:38:34.345025,0.0,0.0,30.0,2
2025-05-19 00:53:34.345025,0.0,0.0,35.6,2
2025-05-19 01:08:34.345025,0.0,0.0,42.1,2
2025-05-19 01:23:34.345025,0.0,0.0,33.1,2
2025-05-19 01:38:34.345025,0.0,0.0,33.3,2
2025-05-19 01:53:34.345025,0.0,0.0,35.3,2
2025-05-19 02:08:34.345025,0.0,0.0,30.5,2
2025-05-19 02:23:34.345025,0.0,0.0,32.7,2
2025-05-19 02:38:34.345025,0.0,0.0,27.7,2
2025-05-19 02:53:34.345025,0.0,0.0,26.6,2
2025-05-19 03:08:34.345025,0.0,0.0,26.8,2
2025-05-19 03:23:34.345025,0.0,0.0,41.8,2
2025-05-19 03:38:34.345025,0.0,0.0,41.3,2
2025-05-19 03:53:34.345025,0.0,0.0,28.4,2
2025-05-19 04:08:34.345025,0.0,0.0,25.9,2
2025-05-19 04:23:34.345025,0.0,0.0,39.1,2
2025-05-19 04:38:34.345025,0.0,0.0,39.6,2
2025-05-19 04:53:34.345025,0.0,0.0,28.9,2
2025-05-19 05:08:34.345025,0.0,0.0,43.4,2
2025-05-19 05:23:34.345025,0.0,0.0,31.8,2
2025-05-19 05:38:34.345025,0.0,0.0,29.5,2
2025-05-19 05:53:34.345025,0.0,0.0,36.3,2
2025-05-19 06:08:34.345025,0.468,0.117,36.6,2
2025-05-19 06:23:34.345025,0.353,0.088,32.9,2
